"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-22","0.00",",,E","0.0",",,E","37","H,,S","45",",,E","29",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-23","0.00",",,E","0.0",",,E","37","H,,S","45",",,E","26",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-24","0.00",",,E","0.0",",,E","39","H,,S","48",",,E","29",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-25","0.00",",,E","0.0",",,E","41","H,,S","53",",,E","28",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-26","0.00",",,E","0.0",",,E","41","H,,S","51",",,E","29",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-27","0.00",",,E","0.0",",,E","44","H,,S","58",",,E","33",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-28","0.08",",,E","0.0",",,E","45","H,,S","54",",,E","32",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-29","0.07",",,E","0.4",",,E","36","H,,S","42",",,E","25",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-30","0.13",",,E","0.4",",,E","36","H,,S","48",",,E","24",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-03-31","0.00",",,E","0.0",",,E","36","H,,S","46",",,E","23",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-01","0.00",",,E","0.0",",,E","41","H,,S","48",",,E","28",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-02","0.07",",,E","0.0",",,E","45","H,,S","51",",,E","41",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-03","0.01",",,E","0.0",",,E","42","H,,S","49",",,E","32",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-04","0.00",",,E","0.0",",,E","43","H,,S","56",",,E","31",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-05","0.00",",,E","0.0",",,E","51","H,,S","63",",,E","35",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-06","0.00",",,E","0.0",",,E","56","H,,S","73",",,E","42",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-07","0.00",",,E","0.0",",,E","54","H,,S","64",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-08","0.00",",,E","0.0",",,E","56","H,,S","72",",,E","45",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-09","0.00",",,E","0.0",",,E","50","H,,S","61",",,E","36",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-10","0.00",",,E","0.0",",,E","43","H,,S","55",",,E","28",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-11","0.00",",,E","0.0",",,E","49","H,,S","64",",,E","30",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-12","0.00",",,E","0.0",",,E","57","H,,S","71",",,E","42",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-13","0.00",",,E","0.0",",,E","44","H,,S","51",",,E","37",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-14","0.00",",,E","0.0",",,E","42","H,,S","49",",,E","28",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-15","0.00",",,E","0.0",",,E","49","H,,S","60",",,E","40",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-16","0.00",",,E","0.0",",,E","49","H,,S","61",",,E","36",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-17","0.00",",,E","0.0",",,E","48","H,,S","60",",,E","32",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-18","0.00",",,E","0.0",",,E","49","H,,S","60",",,E","36",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-19","0.00",",,E","0.0",",,E","47","H,,S","57",",,E","36",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-20","0.00",",,E","0.0",",,E","49","H,,S","61",",,E","34",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-21","0.00",",,E","0.0",",,E","52","H,,S","63",",,E","40",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-22","0.00",",,E","0.0",",,E","52","H,,S","63",",,E","40",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-23","0.00",",,E","0.0",",,E","56","H,,S","70",",,E","38",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-24","0.00",",,E","0.0",",,E","52","H,,S","63",",,E","44",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-25","0.00",",,E","0.0",",,E","51","H,,S","62",",,E","41",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-26","0.00",",,E","0.0",",,E","45","H,,S","55",",,E","35",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-27","0.00",",,E","0.0",",,E","55","H,,S","68",",,E","36",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-28","0.05",",,E","0.0",",,E","53","H,,S","61",",,E","46",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-29","0.16",",,E","0.0",",,E","49","H,,S","56",",,E","44",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-04-30","0.24",",,E","0.0",",,E","53","H,,S","60",",,E","45",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-01","0.05",",,E","0.0",",,E","50","H,,S","58",",,E","44",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-02","0.04",",,E","0.0",",,E","50","H,,S","56",",,E","45",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-03","0.00",",,E","0.0",",,E","51","H,,S","59",",,E","42",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-04","0.00",",,E","0.0",",,E","48","H,,S","58",",,E","38",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-05","0.00",",,E","0.0",",,E","47","H,,S","57",",,E","34",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-06","0.00",",,E","0.0",",,E","48","H,,S","58",",,E","33",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-07","0.00",",,E","0.0",",,E","51","H,,S","59",",,E","39",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-08","0.00",",,E","0.0",",,E","52","H,,S","67",",,E","35",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-09","0.00",",,E","0.0",",,E","60","H,,S","73",",,E","42",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-10","0.04",",,E","0.0",",,E","61","H,,S","76",",,E","44",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-11","0.00",",,E","0.0",",,E","46","H,,S","53",",,E","38",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-12","0.14",",,E","0.0",",,E","44","H,,S","51",",,E","36",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-13","0.08",",,E","0.0",",,E","45","H,,S","53",",,E","38",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-14","0.00",",,E","0.0",",,E","45","H,,S","54",",,E","35",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-15","0.06",",,E","0.0",",,E","45","H,,S","55",",,E","31",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-16","0.00",",,E","0.0",",,E","52","H,,S","61",",,E","42",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-17","0.00",",,E","0.0",",,E","54","H,,S","63",",,E","43",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-18","0.02",",,E","0.0",",,E","57","H,,S","63",",,E","52",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-19","0.00",",,E","0.0",",,E","57","H,,S","66",",,E","45",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-20","0.00",",,E","0.0",",,E","57","H,,S","68",",,E","40",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-21","0.00",",,E","0.0",",,E","61","H,,S","72",",,E","46",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-22","0.28",",,E","0.0",",,E","62","H,,S","72",",,E","54",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-23","0.02",",,E","0.0",",,E","56","H,,S","63",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-24","0.17",",,E","0.0",",,E","54","H,,S","61",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-25","0.00",",,E","0.0",",,E","54","H,,S","59",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-26","0.00",",,E","0.0",",,E","57","H,,S","69",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-27","0.00",",,E","0.0",",,E","58","H,,S","67",",,E","45",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-28","0.00",",,E","0.0",",,E","56","H,,S","68",",,E","42",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-29","0.00",",,E","0.0",",,E","59","H,,S","71",",,E","41",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-30","0.00",",,E","0.0",",,E","60","H,,S","70",",,E","45",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-05-31","0.00",",,E","0.0",",,E","59","H,,S","68",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-01","0.00",",,E","0.0",",,E","62","H,,S","73",",,E","48",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-02","0.00",",,E","0.0",",,E","67","H,,S","80",",,E","48",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-03","0.35",",,E","0.0",",,E","65","H,,S","80",",,E","55",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-04","0.17",",,E","0.0",",,E","58","H,,S","69",",,E","52",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-05","0.22",",,E","0.0",",,E","54","H,,S","64",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-06","0.02",",,E","0.0",",,E","53","H,,S","61",",,E","44",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-07","0.00",",,E","0.0",",,E","56","H,,S","65",",,E","48",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-08","0.00",",,E","0.0",",,E","58","H,,S","66",",,E","47",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-09","0.00",",,E","0.0",",,E","58","H,,S","67",",,E","49",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-10","0.25",",,E","0.0",",,E","62","H,,S","70",",,E","51",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-11","0.05",",,E","0.0",",,E","60","H,,S","64",",,E","57",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-12","0.19",",,E","0.0",",,E","65","H,,S","76",",,E","57",",,E"
"GM000010147","HAMBURG FUHLSBUETTEL, GM","53.635","9.99","11.0","2020-06-13","0.48",",,E","0.0",",,E","64","H,,S","71",",,E","59",",,E"
